timestamp,plot_distance
2025-05-09 18:16:37,0.7739999890327454
2025-05-09 18:16:38,0.7559999823570251
2025-05-09 18:16:38,0.7350000143051147
2025-05-09 18:16:38,0.7089999914169312
2025-05-09 18:16:38,0.6869999766349792
2025-05-09 18:16:38,0.6669999957084656
2025-05-09 18:16:38,0.6389999985694885
2025-05-09 18:16:38,0.6290000081062317
2025-05-09 18:16:38,0.6190000176429749
2025-05-09 18:16:38,0.6000000238418579
2025-05-09 18:16:38,0.5899999737739563
2025-05-09 18:16:38,0.578000009059906
2025-05-09 18:16:38,0.5730000138282776
2025-05-09 18:16:38,0.5600000023841858
2025-05-09 18:16:38,0.5509999990463257
2025-05-09 18:16:38,0.5460000038146973
2025-05-09 18:16:38,0.546999990940094
2025-05-09 18:16:38,0.5339999794960022
2025-05-09 18:16:38,0.5320000052452087
2025-05-09 18:16:38,0.5180000066757202
2025-05-09 18:16:38,0.5120000243186951
2025-05-09 18:16:38,0.5109999775886536
2025-05-09 18:16:38,0.5040000081062317
2025-05-09 18:16:38,0.4860000014305115
2025-05-09 18:16:38,0.48399999737739563
2025-05-09 18:16:38,0.48100000619888306
2025-05-09 18:16:38,0.47699999809265137
2025-05-09 18:16:38,0.4790000021457672
2025-05-09 18:16:38,0.47099998593330383
2025-05-09 18:16:38,0.47699999809265137
2025-05-09 18:16:38,0.47999998927116394
2025-05-09 18:16:38,0.48100000619888306
2025-05-09 18:16:38,0.4830000102519989
2025-05-09 18:16:38,0.4819999933242798
2025-05-09 18:16:38,0.4959999918937683
2025-05-09 18:16:38,0.5
2025-05-09 18:16:38,0.4950000047683716
2025-05-09 18:16:38,0.49300000071525574
2025-05-09 18:16:38,0.5
2025-05-09 18:16:38,0.49799999594688416
2025-05-09 18:16:38,0.4909999966621399
2025-05-09 18:16:39,0.4970000088214874
2025-05-09 18:16:39,0.49300000071525574
2025-05-09 18:16:39,0.5
2025-05-09 18:16:39,0.4970000088214874
2025-05-09 18:16:39,0.4970000088214874
2025-05-09 18:16:39,0.49900001287460327
2025-05-09 18:16:39,0.4950000047683716
2025-05-09 18:16:39,0.4790000021457672
2025-05-09 18:16:39,0.4909999966621399
2025-05-09 18:16:39,0.4880000054836273
2025-05-09 18:16:39,0.49399998784065247
2025-05-09 18:16:39,0.49399998784065247
2025-05-09 18:16:39,0.4959999918937683
2025-05-09 18:16:39,0.4959999918937683
2025-05-09 18:16:39,0.49900001287460327
2025-05-09 18:16:39,0.492000013589859
2025-05-09 18:16:39,0.49399998784065247
2025-05-09 18:16:39,0.4959999918937683
2025-05-09 18:16:39,0.49900001287460327
2025-05-09 18:16:39,0.4699999988079071
2025-05-09 18:16:39,0.4869999885559082
2025-05-09 18:16:39,0.48899999260902405
2025-05-09 18:16:39,0.4909999966621399
2025-05-09 18:16:39,0.492000013589859
2025-05-09 18:16:39,0.4880000054836273
2025-05-09 18:16:39,0.49399998784065247
2025-05-09 18:16:39,0.4959999918937683
2025-05-09 18:16:39,0.49000000953674316
2025-05-09 18:16:39,0.4950000047683716
